CandidateID,skills,major_field_of_studies,positions,responsibilities
C5377,"['Accounting', 'Sales', 'Inventory', 'Payroll', 'Reconciliations', 'Bookkeeper', 'Audits', 'Operations', 'Accounts Payable', 'Accounts Receivable', 'Assembly', 'Closings', 'Contracts', 'Customer Service', 'Direct Sales', 'Fixed Assets', 'Food Safety', 'Government Contracts', 'Logistics', 'Maintenance', 'Quality Assurance', 'Receptionist', 'Retail Sales', 'Shipping', 'USDA', 'Staffing', 'Cash', 'Clerk', 'Merchandising', 'Ordering', 'Automated Payroll', 'Payroll Processing', 'Software Training', 'Training', 'Accountant', 'Credit', 'Billing', 'CSI', 'Excel', 'MS Excel', 'Networking', 'Forecasting', 'GL', 'Telephone', 'Adjustments', 'Audit', 'Balance Sheet', 'Budgeting', 'Monthly Sales', 'Sales Tax', 'Annuities', 'CPA', 'Life Insurance', 'Procedure Writing', 'Project Management', 'Public Relations', 'Team Building', 'Administrative Manager', 'HR', 'Microsoft Office', 'Purchase Orders']","['Christian Education', 'Economics', 'Accounting']","['Accountant', 'District Administrative Manager', 'Business Manager', 'Staffing Manager', 'Accounting Manager', 'General Merchandise Department Manager', 'Accounting Software Consultant', 'Accountant']","Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support"
C6836,"['credit', 'customer service', 'data entry', 'dispatching', 'drivers', 'focus', 'forms', 'inventory', 'Excel', 'Outlook', 'Publisher', 'Word', 'quick', 'Sales', 'scheduling', 'supervising', 'phone', 'time management', 'transportation', 'websites']",['Sociology Business Management'],"['Engineering Technologist', 'Sr Administrative Assistant/Technologist', 'Assistant Office Manager', 'Dispatch Assistant', 'Bartender']","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support"
C0624,"['Microsoft Office', 'Microsoft Project', 'Product development', 'Quality', 'Research', 'Six Sigma Green Belt', 'Solid Works', 'Visio', 'Prioritization', 'Personnel management', 'Critical thinking skills', 'Team management', 'Analyst', 'Agency', 'Consulting', 'Cost analysis', 'Critical thinking', 'Designing', 'Dialysis', 'Direction', 'Develop drug', 'Functional', 'IIa', 'ISO', 'Leadership', 'Market and development', 'Design process', 'Product management', 'Researching', 'Sales', 'Six Sigma', 'Validation']",['Mechanical Engineering'],"['Engineering Manager', 'Project Engineer II', 'Engineer I']","Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability"
C7458,"['Machine learning', 'Deep learning', 'Computer vision', 'Image processing', 'Neural networks', 'Contextual Reasoning']",['Computer Science'],,"Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits"
C2474,"['Software Engineer', 'Software Developer', 'C++', 'C#', 'Jenkins', 'SpringBoot', 'Django', 'Python', 'SAP', 'Firebase']",['Civil'],['Intern'],"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




"
C1663,"['Software Development', 'Application Programming', 'System Analysis', 'Technical Architecture', 'Requirement Gathering', 'Client Management', 'Server Management', 'Data Science', 'Machine Learning', 'Python', 'AWS', 'MySQL', 'NoSQL', 'NLP']",['Computer Engineering'],['SDE'],"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking"
C6189,"['Machine Learning Engineer', 'Data Analyst', 'Natural Language Processing', 'Deep Learning', 'Reinforcement Learning', 'Tensorflow', 'Keras', 'Scikit Learn', 'Numpy', 'Pandas', 'Matplotlib', 'Python']","['Electronics/Telecommunication', 'Advanced Analytics']",['Analyst Intern'],"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution"
C6812,"['Econometrics', 'Problem Solving', 'Data Analytics', 'Data Modeling', 'Data Validation', 'Data Reporting', 'Business Intelligence', 'Data Manipulation', 'Data Mining', 'Machine Learning', 'R Programming', 'SQL', 'Oracle', 'Scorecard', 'IFRS']","['Economics', 'Economics']",['Finance Technology Expert'],"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration"
C6570,"['Testing', 'Troubleshooting', 'Embedded Hardware & Software', 'Microprocessors', 'Computer systems', 'Hardware & Software design', 'Digital signal processing', 'Analog and Digital Filter design', 'Reading Circuit Schematics', 'Circuit Design and Analysis', 'Digital logic', 'Soldering', 'Project management', 'Electronics', 'Low and High voltage devices', 'Low voltage power consumption', 'Power Systems Analysis', 'Active Noise Cancelling (ANC)', 'Research and Development', 'Solar PV systems Design', 'NationalElectric Code (NEC)', 'Engineering Ethics', 'Failure Analysis', 'Logistics', 'Oscilloscope', 'Logic analyzer', 'Multimeters', 'MS Visual Studio', 'MS Office', 'MAC OS', 'Matlab', 'Simulink', 'Mathcad', 'Verilog', 'Orcad', 'PSPICE', 'SolidWorks', 'AutoCAD', 'Inventor', 'PowerWorld', 'ETAP', 'HelioScope', 'C++', 'C#', 'C languages']","['Engineering Electrical Engineering', 'Electrical Engineering']","['N/A', 'N/A', 'Engineering Intern']","Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting"
C7959,"['Microsoft Office', 'Visio', 'Inventor', 'Lean Manufacturingâ€‹', 'Continuous Improvement', 'database', 'Ergonomics', 'estimating', 'manufacturing processes', 'mentor', 'new product development', 'processes', 'quality', 'safety', 'Six Sigma']","[None, None, None, None, None, None, None, None, 'Continuous Improvement, database, Ergonomics, estimating, manufacturing processes, mentor, new product development, processes, quality, safety, Six Sigma']","['Engineering Manager', 'Process Technician', 'Quality Engineer', 'Process Technician', 'Value Stream Group Leader']","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support"
C3245,"['Program Management', 'Portfolio Management', 'Process Analysis', 'Solution Design', 'Enterprise Software', 'Systems Integration', 'Data Management', 'Product Excellence', 'Agile Methodology', 'People Development', 'Leadership Development', 'Coaching/Mentoring']","['Computer Information Systems and Technology', 'Computer Information Systems and Technology', 'Business Administration']","['Senior Engineering Program Manager', 'Founder/Principal Consultant', 'Senior Manager', 'Adjunct Professor', 'Instructor']","Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support"
C8087,"['Machine Learning', 'Natural Language Processing', 'Deep Learning', 'Business Analysis', 'Python', 'Numpy', 'Pandas', 'Scikit Learn', 'Tensorflow', 'Keras', 'PySpark']",['N/A'],['Data Processing Junior Intern'],"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning"
C8043,"['Executive Decision Maker', 'Process Design & Improvement', 'New Product Development', 'Strategic Planning & Development', 'Lean & Six Sigma Practitioner', 'Product Design', 'Budgetary and Policy Development', 'Automation Design', 'Quality Control', 'Project Management & Execution', 'Economic Analysis', 'Ergonomic and Safety Conscious']","['Project & Program Management', 'Political Science', 'Manufacturing Engineering Technology']","['Engineering Manager', 'Project Manager', 'Senior Manufacturing Engineer', 'Senior Manufacturing Engineer', 'Manufacturing Engineer']","Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks"
C6699,"['Data Programming', 'Data Analysis', 'Machine Learning', 'Data Modelling', 'Deep Learning', 'Data Visualization', 'Text Mining', 'SAS Base', 'Python', 'Excel', 'Tableau', 'Insights', 'Objective Analysis']",['Electrical'],"['DATA PROGRAMMER', 'ANALYST INTERN']","Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support"
C3528,"['Ability to make decisions and solve problems', 'Ability to work in a team structure', 'Attention to detail', 'Balanced', 'Computer proficient', 'Dependable', 'Determined', 'Educated', 'Fast learner', 'Flexible', 'Friendly', 'Hardworking', 'Honest', 'Issue resolution', 'Interpersonal skills', 'Kind', 'Outgoing', 'Quick on my feet & with my hands', 'Reliable', 'Strong verbal communication', 'Time management', 'Very organized & energetic', 'art', 'critical thinking', 'Electrical Engineering', 'electrical systems', 'forklifts', 'Java', 'logo', 'machinery', 'meetings', 'windows', 'window', 'works', 'next', 'pick', 'processes', 'protocols', 'quality', 'quality assurance', 'Quick', 'Fast learner', 'reading', 'safety', 'sales', 'television', 'Time management']","['N/A', 'N/A']","['Engineering assistant', 'Receptionist', 'Receptionist and Barista', 'Nanny']","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws"
C3102,"['Machine Learning', 'Data Structures', 'Data Mining', 'Data Modeling', 'Python', 'Java Programming', 'Algorithms']",['Statistics'],"['Automation Engineer', 'Data Engineer']","Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting"
C1531,"['Excellent communication techniques', 'Engineering standards expert', 'Complex problem solver', 'Advanced critical thinking', 'Microsoft Excel', 'Project and Visio', 'Engineering operational functions', 'Multidisciplinary exposure', 'Project management', 'Advanced engineering knowledge', 'Troubleshooting specialist', 'Initiative to work independently', 'Strategic thinker', 'Quality inspection professional', 'Strong collaborative skills', 'Document management testing', 'Patient and diligent', 'MS Office proficiency', 'Google Documents', '5S expert', 'Safety member', 'Validation process specialist', 'Calibration', 'Chemical Engineering technician', 'documentation', 'Engineering Management', 'equipment inventory', 'inspection', 'Maintain inventory', 'Materials', 'processes', 'safety', 'SOP', 'staffing', 'Supervision', 'technical support', 'Technician', 'troubleshooting', 'validations']","['ESOL', 'Engineering Management', 'Chemical Technician']","['Engineering Technician II', 'HMC HC Laboratory Assistant III', 'Hard Coating Technician', 'Surfacing lab technician', 'Monogram Operator']","Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification"
C2665,"['Data Analyst', 'Machine Learning', 'Data Mining', 'Data Science', 'Natural Language Processing', 'Data Visualization', 'Data Analysis']","['Bio-Tech', 'Data Science']",['Trainee Intern'],"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis"
C6714,"['Machine Learning', 'Python', 'SQL', 'Artificial Intelligence', 'Business Analytics', 'Data Extraction', 'Data Analysis', 'Python', 'Haskell', 'Flutter', 'Android']",['N/A'],['Machine Learning Developer'],"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution"
C3258,"['Program Management', 'Portfolio Management', 'Process Analysis', 'Solution Design', 'Enterprise Software', 'Systems Integration', 'Data Management', 'Product Excellence', 'Agile Methodology', 'People Development', 'Leadership Development', 'Coaching/Mentoring']","['Computer Information Systems and Technology', 'Computer Information Systems and Technology', 'Business Administration']","['Senior Engineering Program Manager', 'Founder/Principal Consultant', 'Senior Manager', 'Adjunct Professor', 'Instructor']","Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration"
C6917,"['Administrative support', 'AP', 'Critical thinking', 'Doors', 'Engineer', 'Senior Management', 'Forms', 'Functional', 'Leadership', 'Machinery', 'Navy', 'Oil', 'Organizational', 'Pearl', 'Personnel', 'Personnel management', 'Pick', 'Problem solving', 'Progress', 'Project management', 'Proposals', 'Quality assurance', 'Repairs', 'Reporting', 'Requirement', 'Switches', 'Time management', 'Troubles', 'Technical review', 'Blueprint understanding', 'Project support', 'Document control', 'Engineering operational functions', 'SharePoint', 'Manufacturing systems integration', 'Team management']","['N/A', 'Engineering', 'Basic Propulsion Equipment', 'Gas Turbine Mechanical', 'Electrical', 'SHIPBD GAGE CAL', 'SHIPBOARD FIREFIGHTING', 'Waste Heat Boilers', 'Class Facilitator Instructional', 'MACHINERY CONTROL SYSTEM', 'Marine Maintenance And Ship Repair']","['Engineering Assistant', 'Electrical Superintendent', 'Engineering Assistant']","Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration"
